overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.7625,0.74,0.78,0.78,0.75,0.023414519437845432,0.74,0.78,0.78,0.75,0.01785357107135714,0.6725
