overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.855,0.85,0.85,0.87,0.85,0.010128952091046077,0.85,0.85,0.87,0.85,0.008660254037844395,0.6825
