overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.78,0.71,0.82,0.81,0.78,0.0551431106861707,0.71,0.82,0.81,0.78,0.043011626335213146,0.6775
