overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.8425,0.79,0.85,0.88,0.85,0.038803254690273035,0.79,0.85,0.88,0.85,0.032691742076555036,0.69
