overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.79,0.73,0.8,0.85,0.78,0.05444509662685206,0.73,0.8,0.85,0.78,0.04301162633521313,0.6725
