overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.8075,0.76,0.79,0.82,0.86,0.04581624949519733,0.76,0.79,0.82,0.86,0.03699662146737184,0.6875
