overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.7425,0.68,0.77,0.76,0.76,0.048908548977555366,0.68,0.77,0.76,0.76,0.03631459761583486,0.6275
