overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.7275,0.7,0.73,0.73,0.75,0.02454099116337751,0.7,0.73,0.73,0.75,0.01785357107135714,0.6775
