overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.8725,0.84,0.88,0.86,0.91,0.02963919894781836,0.84,0.88,0.86,0.91,0.025860201081971523,0.7125
