overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.8275,0.77,0.8,0.88,0.86,0.0536200584570962,0.77,0.8,0.88,0.86,0.044370598373247104,0.695
