overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.8075,0.82,0.79,0.82,0.8,0.01608715920342605,0.82,0.79,0.82,0.8,0.012990381056766536,0.6875
