overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.8125,0.77,0.86,0.85,0.77,0.052488375720713756,0.77,0.86,0.85,0.77,0.04264680527307993,0.6925
