overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.915,0.88,0.88,0.96,0.94,0.03902419906307566,0.88,0.88,0.96,0.94,0.03570714214271423,0.7025
