overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.91,0.9,0.91,0.89,0.94,0.020558557070186462,0.9,0.91,0.89,0.94,0.01870828693386968,0.71
