overall_accuracy,accuracy_A,accuracy_B,accuracy_C,accuracy_D,RSD,recall_A,recall_B,recall_C,recall_D,RStd,FluctuationRate
0.9,0.89,0.89,0.91,0.91,0.01111111111111112,0.89,0.89,0.91,0.91,0.010000000000000009,0.7125
